product_id,name,category,calories,protein_g,carbs_g,fiber_g,fat_g,sugar_g,sodium_mg,sat_fat_g,has_high_fructose_corn_syrup,has_hydrogenated_oils,has_artificial_sweeteners,has_artificial_colors,has_healthy_evoo_oil,health_score,nutriscore_grade
PROD_00888,Lean Protein #888,Lean Proteins & Poultry,118.4,22.0,3.2,0.5,11.7,1.4,54.0,1.9,0,0,0,0,0,8.01,A
PROD_00889,Lean Protein #889,Lean Proteins & Poultry,226.8,30.5,2.9,0.9,10.6,0.7,133.6,2.8,0,0,0,0,0,8.52,A
PROD_00890,Superfood Oil/Nut #890,Superfoods & Healthy Oils,169.8,3.6,2.7,2.7,11.0,1.9,11.1,4.0,0,0,0,0,1,5.23,C
PROD_00891,Superfood Oil/Nut #891,Superfoods & Healthy Oils,149.9,1.3,7.6,4.6,12.9,0.8,41.6,3.0,0,0,0,0,1,7.51,B
PROD_00892,Lean Protein #892,Lean Proteins & Poultry,159.5,42.3,0.8,0.1,7.6,0.8,127.8,1.7,0,0,0,0,0,8.78,A
PROD_00893,Processed Snack #893,Processed Snacks & Sweets,255.6,5.6,30.1,2.7,27.4,22.5,607.8,4.9,0,0,0,1,0,2.91,E
PROD_00894,Nutrition Shake/Supplement #894,Dietary Supplements & Shakes,291.4,35.4,17.5,5.3,7.9,6.0,311.1,1.2,0,0,0,1,0,8.1,A
PROD_00895,Prepared Meal #895,Fast Food & Prepared Meals,702.9,35.9,67.8,3.8,23.1,13.8,639.8,16.2,0,0,0,1,0,4.71,D
PROD_00896,Dairy Product #896,Dairy & Cheese,360.0,23.6,12.7,0.0,30.0,7.6,621.3,13.9,1,0,0,0,0,5.13,C
PROD_00897,Grain/Legume #897,Whole Grains & Legumes,137.5,16.1,43.6,6.0,3.8,2.7,42.2,0.2,0,0,0,0,0,7.27,B
PROD_00898,Beverage Item #898,Beverages & Drinks,16.6,1.9,53.2,0.1,0.1,51.8,60.7,0.0,1,0,0,0,0,1.0,E
PROD_00899,Condiment #899,Condiments & Sauces,141.6,1.5,19.8,1.3,2.4,17.1,739.2,1.3,1,0,1,1,0,1.0,E
PROD_00900,Grain/Legume #900,Whole Grains & Legumes,203.6,12.1,46.3,7.9,4.6,2.2,13.9,0.4,0,0,0,0,0,7.23,B
PROD_00901,Beverage Item #901,Beverages & Drinks,131.5,1.5,13.0,0.0,0.2,13.0,65.7,0.0,1,0,0,1,0,1.88,E
PROD_00902,Dairy Product #902,Dairy & Cheese,286.9,24.1,14.7,0.0,4.2,6.7,327.0,4.2,0,0,0,0,0,7.08,B
PROD_00903,Beverage Item #903,Beverages & Drinks,65.4,1.7,46.0,0.2,0.7,5.7,96.8,0.0,0,0,1,0,0,1.0,E
PROD_00904,Beverage Item #904,Beverages & Drinks,228.7,0.8,10.3,0.4,0.4,10.3,114.5,0.0,1,0,0,1,0,2.2,E
PROD_00905,Grain/Legume #905,Whole Grains & Legumes,269.5,6.2,53.9,14.2,2.6,2.5,171.0,0.8,0,0,0,0,0,6.41,C
PROD_00906,Prepared Meal #906,Fast Food & Prepared Meals,579.4,23.6,50.4,4.5,28.9,18.1,614.1,5.6,1,1,0,0,0,2.59,E
PROD_00907,Superfood Oil/Nut #907,Superfoods & Healthy Oils,175.5,7.9,6.8,0.1,21.0,0.7,20.8,3.5,0,0,0,0,1,6.12,C
PROD_00908,Lean Protein #908,Lean Proteins & Poultry,202.8,36.8,1.3,0.3,10.3,1.3,181.6,2.1,0,0,0,0,1,8.95,A
PROD_00909,Grain/Legume #909,Whole Grains & Legumes,144.3,13.5,41.7,11.8,1.8,2.0,114.5,0.7,0,0,0,0,0,7.66,B
PROD_00910,Superfood Oil/Nut #910,Superfoods & Healthy Oils,124.9,6.8,7.2,4.0,20.5,1.3,49.5,1.3,0,0,0,0,1,6.67,B
PROD_00911,Nutrition Shake/Supplement #911,Dietary Supplements & Shakes,162.3,34.2,16.4,2.1,3.1,7.6,88.5,1.0,0,0,1,0,0,8.03,A
PROD_00912,Prepared Meal #912,Fast Food & Prepared Meals,942.8,12.2,61.2,2.7,18.9,20.4,1797.2,6.5,1,1,0,0,0,1.0,E
PROD_00913,Fresh Produce Item #913,Whole Foods & Produce,66.1,2.8,13.6,4.6,0.2,7.2,39.4,0.2,0,0,0,0,0,6.1,C
PROD_00914,Processed Snack #914,Processed Snacks & Sweets,203.6,4.2,47.7,1.2,22.5,39.5,513.0,2.8,0,0,0,0,0,4.77,D
PROD_00915,Prepared Meal #915,Fast Food & Prepared Meals,488.6,34.7,45.3,3.4,21.7,17.9,1090.4,8.9,0,0,0,0,0,6.32,C
PROD_00916,Fresh Produce Item #916,Whole Foods & Produce,59.8,3.4,13.0,2.2,1.7,9.1,20.2,0.1,0,0,0,0,0,5.46,C
PROD_00917,Grain/Legume #917,Whole Grains & Legumes,335.2,9.2,31.0,6.0,3.3,1.0,32.1,0.4,0,0,0,0,0,7.42,B
PROD_00918,Lean Protein #918,Lean Proteins & Poultry,146.7,26.1,4.8,0.0,10.7,0.4,428.9,1.5,0,0,0,0,0,7.84,B
PROD_00919,Prepared Meal #919,Fast Food & Prepared Meals,485.3,35.5,63.5,2.5,49.0,8.6,863.9,15.7,0,0,0,0,0,5.53,C
PROD_00920,Superfood Oil/Nut #920,Superfoods & Healthy Oils,272.7,2.1,5.7,0.3,11.9,1.0,23.2,3.9,0,0,0,0,1,5.31,C
PROD_00921,Condiment #921,Condiments & Sauces,153.3,1.5,23.9,0.2,11.5,21.8,1232.7,0.0,0,1,0,0,1,1.0,E
PROD_00922,Beverage Item #922,Beverages & Drinks,175.1,0.3,33.9,0.2,0.2,33.9,54.4,0.0,1,0,1,1,0,1.0,E
PROD_00923,Beverage Item #923,Beverages & Drinks,118.4,0.2,26.3,0.4,0.6,26.3,30.4,0.0,0,0,0,0,0,1.0,E
PROD_00924,Nutrition Shake/Supplement #924,Dietary Supplements & Shakes,194.3,37.8,11.2,2.7,7.0,5.3,344.4,1.2,0,0,0,1,0,7.48,B
PROD_00925,Nutrition Shake/Supplement #925,Dietary Supplements & Shakes,195.5,19.1,9.0,2.3,8.1,8.6,310.5,1.3,0,0,1,1,0,2.89,E
PROD_00926,Beverage Item #926,Beverages & Drinks,143.6,0.9,58.9,0.2,0.6,17.1,119.0,0.0,1,0,0,1,0,1.0,E
PROD_00927,Nutrition Shake/Supplement #927,Dietary Supplements & Shakes,251.4,24.7,15.0,2.0,4.9,10.6,176.4,2.2,0,0,1,0,0,4.62,D
PROD_00928,Nutrition Shake/Supplement #928,Dietary Supplements & Shakes,191.7,17.2,5.2,3.9,3.8,5.2,162.7,2.0,0,0,0,1,0,6.55,B
PROD_00929,Beverage Item #929,Beverages & Drinks,166.7,0.2,35.7,0.3,0.7,20.3,59.4,0.0,1,0,0,1,0,1.0,E
PROD_00930,Lean Protein #930,Lean Proteins & Poultry,156.5,42.5,0.5,0.1,4.6,0.5,303.2,2.2,0,0,0,0,0,9.13,A
PROD_00931,Dairy Product #931,Dairy & Cheese,212.7,6.3,15.8,0.0,8.1,10.7,55.2,8.1,0,0,0,0,0,5.51,C
PROD_00932,Fresh Produce Item #932,Whole Foods & Produce,47.6,0.8,17.5,4.0,1.4,2.4,11.0,0.3,0,0,0,0,0,4.9,D
PROD_00933,Nutrition Shake/Supplement #933,Dietary Supplements & Shakes,282.6,19.6,21.1,4.8,3.2,5.2,346.4,2.1,0,0,1,0,0,6.41,C
PROD_00934,Condiment #934,Condiments & Sauces,42.3,0.8,13.3,0.6,13.7,13.3,1328.4,0.9,1,0,0,0,1,1.95,E
PROD_00935,Fresh Produce Item #935,Whole Foods & Produce,35.6,2.1,18.9,8.0,0.7,8.7,44.6,0.2,0,0,0,0,0,4.49,D
PROD_00936,Dairy Product #936,Dairy & Cheese,278.8,6.1,16.9,0.0,13.5,7.6,146.2,8.4,0,0,0,0,0,4.53,D
PROD_00937,Nutrition Shake/Supplement #937,Dietary Supplements & Shakes,250.9,15.5,7.8,1.5,5.8,7.8,83.2,2.2,0,0,0,0,0,6.9,B
PROD_00938,Prepared Meal #938,Fast Food & Prepared Meals,561.7,28.8,67.8,4.8,27.9,12.1,587.7,5.0,0,1,0,0,1,4.16,D
PROD_00939,Beverage Item #939,Beverages & Drinks,131.6,1.9,10.8,0.4,0.8,10.8,76.8,0.0,0,0,0,0,0,4.47,D
PROD_00940,Nutrition Shake/Supplement #940,Dietary Supplements & Shakes,118.6,16.4,5.4,3.4,6.0,2.7,316.4,2.1,0,0,0,0,0,8.51,A
PROD_00941,Processed Snack #941,Processed Snacks & Sweets,516.5,1.6,72.7,1.9,14.7,28.4,476.1,2.7,1,0,0,1,0,1.0,E
PROD_00942,Condiment #942,Condiments & Sauces,102.2,1.9,12.6,0.7,14.6,12.6,519.0,0.5,0,0,0,1,0,1.86,E
PROD_00943,Lean Protein #943,Lean Proteins & Poultry,208.5,42.3,3.2,0.9,2.8,0.2,385.4,2.8,0,0,0,0,0,8.01,A
PROD_00944,Prepared Meal #944,Fast Food & Prepared Meals,821.5,20.4,37.2,5.6,19.7,13.9,820.0,4.9,1,1,0,1,0,1.0,E
PROD_00945,Fresh Produce Item #945,Whole Foods & Produce,57.6,2.0,23.6,7.5,1.5,13.5,19.4,0.2,0,0,0,0,0,3.38,E
PROD_00946,Fresh Produce Item #946,Whole Foods & Produce,36.7,3.4,15.1,7.3,1.8,2.3,22.2,0.3,0,0,0,0,0,8.82,A
PROD_00947,Lean Protein #947,Lean Proteins & Poultry,224.1,29.0,2.9,0.1,3.3,1.8,293.5,3.3,0,0,0,0,0,7.99,B
PROD_00948,Grain/Legume #948,Whole Grains & Legumes,326.2,17.0,33.6,5.5,2.2,3.6,190.5,0.3,0,0,0,0,1,7.68,B
PROD_00949,Superfood Oil/Nut #949,Superfoods & Healthy Oils,239.7,8.9,3.2,2.1,13.1,0.2,28.9,2.1,0,0,0,0,1,6.22,C
PROD_00950,Grain/Legume #950,Whole Grains & Legumes,338.5,11.6,27.4,13.0,2.3,3.4,59.5,0.7,0,0,0,0,0,7.73,B
PROD_00951,Nutrition Shake/Supplement #951,Dietary Supplements & Shakes,294.7,16.3,6.7,1.8,2.8,6.7,215.5,1.4,0,0,0,0,0,6.62,B
PROD_00952,Beverage Item #952,Beverages & Drinks,239.2,0.8,35.9,0.4,0.1,35.9,55.0,0.0,1,0,0,1,0,1.0,E
PROD_00953,Lean Protein #953,Lean Proteins & Poultry,182.6,39.2,0.8,0.8,9.5,0.1,57.5,3.4,0,0,0,0,1,9.09,A
PROD_00954,Fresh Produce Item #954,Whole Foods & Produce,34.9,3.0,9.2,3.8,1.0,7.8,36.9,0.3,0,0,0,0,0,6.95,B
PROD_00955,Condiment #955,Condiments & Sauces,168.3,0.9,27.4,0.9,5.6,27.4,246.0,0.5,0,1,0,0,1,1.54,E
PROD_00956,Fresh Produce Item #956,Whole Foods & Produce,62.9,2.3,21.2,7.0,1.8,8.6,36.2,0.1,0,0,0,0,0,5.35,C
PROD_00957,Processed Snack #957,Processed Snacks & Sweets,423.8,3.2,59.8,2.3,27.6,43.5,484.3,10.1,0,1,1,0,0,1.87,E
PROD_00958,Dairy Product #958,Dairy & Cheese,174.7,16.7,13.4,0.0,24.1,11.3,571.2,16.8,0,0,0,0,0,3.32,E
PROD_00959,Fresh Produce Item #959,Whole Foods & Produce,25.5,4.0,8.7,4.8,1.8,4.9,26.5,0.1,0,0,0,0,0,7.34,B
PROD_00960,Dairy Product #960,Dairy & Cheese,293.5,23.0,11.2,0.0,18.3,4.2,476.4,13.9,0,0,0,0,0,4.32,D
PROD_00961,Beverage Item #961,Beverages & Drinks,57.7,1.0,34.2,0.1,0.8,17.0,111.4,0.0,0,0,0,0,0,1.0,E
PROD_00962,Nutrition Shake/Supplement #962,Dietary Supplements & Shakes,153.3,22.3,22.3,2.4,7.4,5.8,349.7,2.2,0,0,0,0,0,7.31,B
PROD_00963,Lean Protein #963,Lean Proteins & Poultry,146.6,22.4,3.1,0.4,6.0,1.1,194.6,2.4,0,0,0,0,1,8.44,A
PROD_00964,Nutrition Shake/Supplement #964,Dietary Supplements & Shakes,298.5,38.7,12.0,5.0,7.4,3.6,237.9,2.2,0,0,0,0,0,9.7,A
PROD_00965,Condiment #965,Condiments & Sauces,36.5,0.2,2.7,0.9,11.3,2.7,677.7,1.0,0,0,0,0,0,3.84,D
PROD_00966,Nutrition Shake/Supplement #966,Dietary Supplements & Shakes,254.0,15.2,13.4,1.8,7.9,11.5,337.6,1.4,0,0,0,0,0,7.13,B
PROD_00967,Processed Snack #967,Processed Snacks & Sweets,243.4,3.5,45.2,1.2,9.5,41.6,599.7,3.7,1,0,0,1,0,1.0,E
PROD_00968,Beverage Item #968,Beverages & Drinks,114.7,0.9,0.7,0.5,0.6,0.7,111.2,0.0,0,0,0,0,0,6.78,B
PROD_00969,Dairy Product #969,Dairy & Cheese,349.5,21.6,5.7,0.0,5.9,5.7,220.6,5.9,1,0,1,0,0,4.27,D
PROD_00970,Fresh Produce Item #970,Whole Foods & Produce,102.5,2.9,13.8,4.3,1.6,8.7,36.7,0.4,0,0,0,0,0,7.63,B
PROD_00971,Fresh Produce Item #971,Whole Foods & Produce,49.8,3.1,12.4,3.0,0.3,6.3,11.1,0.1,0,0,0,0,0,5.58,C
PROD_00972,Prepared Meal #972,Fast Food & Prepared Meals,757.1,36.8,65.7,5.6,53.7,19.2,868.2,6.7,0,0,0,0,0,6.08,C
PROD_00973,Fresh Produce Item #973,Whole Foods & Produce,67.2,1.4,18.6,7.2,0.8,12.9,24.4,0.2,0,0,0,0,1,4.83,D
PROD_00974,Dairy Product #974,Dairy & Cheese,81.2,16.1,3.7,0.0,14.4,3.7,208.2,5.0,0,0,0,1,0,5.01,C
PROD_00975,Lean Protein #975,Lean Proteins & Poultry,115.3,44.4,0.0,0.0,4.7,0.0,176.8,2.5,0,0,0,0,1,9.27,A
PROD_00976,Processed Snack #976,Processed Snacks & Sweets,237.3,1.6,70.7,1.8,25.4,15.8,753.0,10.3,1,0,0,1,0,1.0,E
PROD_00977,Dairy Product #977,Dairy & Cheese,347.7,9.3,3.1,0.0,14.6,3.1,561.5,14.6,0,0,1,0,0,1.62,E
PROD_00978,Processed Snack #978,Processed Snacks & Sweets,288.4,5.8,31.4,2.9,12.8,13.6,340.1,10.0,0,1,0,0,0,3.53,D
PROD_00979,Dairy Product #979,Dairy & Cheese,350.2,14.6,13.6,0.0,5.8,7.5,639.8,5.8,0,0,0,0,0,5.63,C
PROD_00980,Superfood Oil/Nut #980,Superfoods & Healthy Oils,201.6,4.2,3.2,1.1,10.3,1.1,10.6,1.6,0,0,0,0,1,5.25,C
PROD_00981,Processed Snack #981,Processed Snacks & Sweets,426.4,5.7,49.3,1.3,29.5,40.5,360.0,6.9,1,1,0,1,0,1.0,E
PROD_00982,Lean Protein #982,Lean Proteins & Poultry,171.8,36.8,0.2,0.2,7.3,0.2,130.6,2.9,0,0,0,0,1,9.09,A
PROD_00983,Fresh Produce Item #983,Whole Foods & Produce,78.8,2.6,16.0,3.6,0.6,3.8,43.2,0.3,0,0,0,0,0,7.06,B
PROD_00984,Beverage Item #984,Beverages & Drinks,11.9,0.7,7.1,0.0,0.1,7.1,85.6,0.0,1,0,0,1,0,1.0,E
PROD_00985,Nutrition Shake/Supplement #985,Dietary Supplements & Shakes,140.9,18.3,18.9,2.9,7.7,11.9,73.0,1.4,0,0,0,0,0,6.78,B
PROD_00986,Fresh Produce Item #986,Whole Foods & Produce,117.5,1.6,23.5,3.6,2.0,10.7,25.9,0.3,0,0,0,0,0,5.28,C
PROD_00987,Nutrition Shake/Supplement #987,Dietary Supplements & Shakes,151.1,41.4,21.4,2.6,1.8,9.8,234.7,0.7,0,0,0,0,0,8.92,A
PROD_00988,Superfood Oil/Nut #988,Superfoods & Healthy Oils,124.5,1.1,1.0,1.0,17.7,1.0,6.9,3.0,0,0,0,0,1,8.0,A
PROD_00989,Condiment #989,Condiments & Sauces,63.6,0.0,4.6,0.6,2.8,4.6,953.8,1.6,1,0,0,0,0,1.0,E
PROD_00990,Prepared Meal #990,Fast Food & Prepared Meals,395.1,21.0,71.9,5.3,21.5,11.6,979.1,11.2,0,0,0,0,0,5.48,C
PROD_00991,Grain/Legume #991,Whole Grains & Legumes,221.0,6.9,53.6,12.7,3.5,2.8,89.6,0.7,0,0,0,0,0,6.04,C
PROD_00992,Beverage Item #992,Beverages & Drinks,107.9,1.6,9.7,0.1,0.7,9.7,97.2,0.0,1,0,0,1,0,2.22,E
PROD_00993,Dairy Product #993,Dairy & Cheese,355.8,23.7,16.3,0.0,25.5,12.1,201.5,12.6,0,0,0,0,0,6.49,C
PROD_00994,Prepared Meal #994,Fast Food & Prepared Meals,395.2,13.9,46.8,3.7,46.2,12.7,902.9,5.2,0,1,0,0,0,4.17,D
PROD_00995,Beverage Item #995,Beverages & Drinks,77.4,0.1,2.0,0.3,0.6,2.0,93.9,0.0,1,0,0,1,0,1.71,E
PROD_00996,Condiment #996,Condiments & Sauces,20.5,0.2,8.9,1.5,12.0,8.9,1131.4,1.6,0,0,0,0,0,3.64,D
PROD_00997,Superfood Oil/Nut #997,Superfoods & Healthy Oils,277.1,4.3,6.1,0.5,24.0,0.7,2.0,2.1,0,0,0,0,1,4.68,D
PROD_00998,Prepared Meal #998,Fast Food & Prepared Meals,450.6,33.8,92.6,1.7,17.2,19.9,1551.0,12.7,0,0,0,1,0,3.29,E
PROD_00999,Beverage Item #999,Beverages & Drinks,100.3,0.6,45.9,0.4,0.3,4.5,11.3,0.0,1,0,0,0,0,1.0,E
PROD_01000,Nutrition Shake/Supplement #1000,Dietary Supplements & Shakes,254.4,29.9,12.5,7.7,3.0,4.1,142.3,1.1,0,0,0,0,0,10.0,A
PROD_01001,Superfood Oil/Nut #1001,Superfoods & Healthy Oils,187.7,6.4,0.1,0.1,25.8,0.1,18.8,2.4,0,0,0,0,1,4.99,D
PROD_01002,Nutrition Shake/Supplement #1002,Dietary Supplements & Shakes,101.8,44.1,12.5,7.8,2.6,7.3,110.3,2.1,0,0,1,0,0,9.46,A
PROD_01003,Grain/Legume #1003,Whole Grains & Legumes,140.8,7.2,30.1,6.0,1.7,3.6,167.0,0.5,0,0,0,0,0,8.34,A
PROD_01004,Fresh Produce Item #1004,Whole Foods & Produce,87.9,2.1,21.2,2.9,1.6,2.8,13.7,0.3,0,0,0,0,0,4.85,D
PROD_01005,Prepared Meal #1005,Fast Food & Prepared Meals,678.2,36.8,64.8,3.3,33.8,18.2,1094.3,15.0,0,1,0,0,1,4.29,D
PROD_01006,Fresh Produce Item #1006,Whole Foods & Produce,58.8,1.5,21.8,2.3,0.9,6.8,17.8,0.5,0,0,0,0,0,4.0,D
PROD_01007,Beverage Item #1007,Beverages & Drinks,171.5,1.1,54.1,0.2,0.6,27.5,63.9,0.0,1,0,1,0,0,1.0,E
PROD_01008,Condiment #1008,Condiments & Sauces,104.3,1.9,6.0,1.1,2.3,6.0,902.6,2.2,1,0,0,0,0,1.98,E
PROD_01009,Lean Protein #1009,Lean Proteins & Poultry,185.7,24.7,0.9,0.6,8.7,0.2,99.1,2.2,0,0,0,0,0,7.97,B
PROD_01010,Fresh Produce Item #1010,Whole Foods & Produce,34.6,0.9,16.5,6.7,0.8,14.7,24.5,0.1,0,0,0,0,0,2.93,E
PROD_01011,Prepared Meal #1011,Fast Food & Prepared Meals,849.3,23.9,70.6,2.7,40.5,21.7,516.2,16.4,0,1,0,0,0,4.15,D
PROD_01012,Prepared Meal #1012,Fast Food & Prepared Meals,509.1,15.4,65.7,2.2,39.3,6.8,1228.5,15.6,1,0,0,0,0,1.81,E
PROD_01013,Prepared Meal #1013,Fast Food & Prepared Meals,359.2,33.2,53.0,2.2,23.3,12.4,1023.6,8.0,1,0,0,0,0,4.34,D
PROD_01014,Prepared Meal #1014,Fast Food & Prepared Meals,559.2,20.5,80.4,3.5,22.7,7.6,1609.9,13.5,0,0,0,0,1,2.51,E
PROD_01015,Condiment #1015,Condiments & Sauces,29.6,1.7,30.2,0.3,1.2,20.9,453.8,1.2,1,0,0,0,1,1.0,E
PROD_01016,Dairy Product #1016,Dairy & Cheese,373.3,11.7,12.0,0.0,26.8,9.2,478.0,7.3,0,0,0,0,0,5.87,C
PROD_01017,Dairy Product #1017,Dairy & Cheese,151.9,14.9,6.0,0.0,5.3,6.0,268.2,5.3,0,0,0,0,0,5.61,C
PROD_01018,Fresh Produce Item #1018,Whole Foods & Produce,30.2,3.4,18.0,4.4,0.1,9.7,5.6,0.0,0,0,0,0,0,4.82,D
PROD_01019,Dairy Product #1019,Dairy & Cheese,185.9,24.1,7.3,0.0,19.4,7.3,281.7,5.3,0,0,0,1,0,5.61,C
PROD_01020,Prepared Meal #1020,Fast Food & Prepared Meals,917.5,17.7,50.4,2.0,38.8,16.2,1318.0,16.1,0,1,0,1,0,2.26,E
PROD_01021,Nutrition Shake/Supplement #1021,Dietary Supplements & Shakes,216.8,35.5,17.0,7.2,5.9,9.5,124.6,1.9,0,0,1,0,0,9.43,A
PROD_01022,Prepared Meal #1022,Fast Food & Prepared Meals,428.1,37.2,83.7,2.0,19.0,14.7,915.6,4.5,0,0,0,1,0,4.03,D
PROD_01023,Superfood Oil/Nut #1023,Superfoods & Healthy Oils,181.0,7.7,7.3,0.4,21.4,1.4,26.7,3.0,0,0,0,0,1,5.98,C
PROD_01024,Nutrition Shake/Supplement #1024,Dietary Supplements & Shakes,237.6,29.9,9.1,4.3,7.3,9.1,244.9,1.4,0,0,1,1,0,5.95,C
PROD_01025,Superfood Oil/Nut #1025,Superfoods & Healthy Oils,192.2,5.8,7.2,4.3,26.0,0.5,1.7,1.8,0,0,0,0,1,6.17,C
PROD_01026,Condiment #1026,Condiments & Sauces,28.5,0.3,7.1,0.9,13.2,7.1,1328.8,0.6,1,0,0,0,0,1.91,E
PROD_01027,Prepared Meal #1027,Fast Food & Prepared Meals,522.1,20.4,68.8,2.8,17.9,7.0,684.8,15.8,0,0,0,0,0,4.04,D
PROD_01028,Fresh Produce Item #1028,Whole Foods & Produce,47.9,2.9,6.7,3.5,1.7,6.7,8.1,0.0,0,0,0,0,1,7.33,B
PROD_01029,Beverage Item #1029,Beverages & Drinks,69.8,0.5,44.2,0.0,0.5,43.7,39.3,0.0,0,0,0,0,0,1.0,E
PROD_01030,Fresh Produce Item #1030,Whole Foods & Produce,40.1,2.2,9.4,5.6,1.2,6.9,43.8,0.3,0,0,0,0,0,7.25,B
PROD_01031,Condiment #1031,Condiments & Sauces,140.9,1.5,10.1,1.1,13.5,10.1,452.5,1.6,0,0,0,0,0,4.04,D
PROD_01032,Prepared Meal #1032,Fast Food & Prepared Meals,685.9,30.1,42.1,2.6,19.7,11.0,833.6,14.3,1,0,0,1,0,3.21,E
PROD_01033,Processed Snack #1033,Processed Snacks & Sweets,507.0,1.9,65.9,1.6,15.2,17.2,258.9,8.8,0,1,0,1,0,1.0,E
PROD_01034,Nutrition Shake/Supplement #1034,Dietary Supplements & Shakes,284.2,33.4,6.8,1.1,1.7,6.3,270.3,0.7,0,0,1,1,0,5.85,C
PROD_01035,Condiment #1035,Condiments & Sauces,69.0,1.3,7.7,0.4,8.4,7.3,906.4,2.8,0,0,0,0,1,2.7,E
PROD_01036,Condiment #1036,Condiments & Sauces,30.6,0.6,2.6,0.2,14.6,2.6,1162.3,2.2,0,0,0,0,0,3.65,D
PROD_01037,Fresh Produce Item #1037,Whole Foods & Produce,39.3,2.7,13.4,5.7,1.5,9.1,33.2,0.5,0,0,0,0,0,5.98,C
PROD_01038,Processed Snack #1038,Processed Snacks & Sweets,262.5,2.9,51.1,1.5,11.9,42.5,645.5,7.1,0,0,0,1,0,1.0,E
PROD_01039,Grain/Legume #1039,Whole Grains & Legumes,215.7,14.3,52.8,9.7,3.8,2.8,195.5,0.3,0,0,0,0,0,7.51,B
PROD_01040,Prepared Meal #1040,Fast Food & Prepared Meals,844.3,24.5,75.4,3.5,36.9,5.0,1390.0,4.7,0,0,0,1,0,3.69,D
PROD_01041,Prepared Meal #1041,Fast Food & Prepared Meals,633.7,31.5,71.7,2.0,30.3,13.1,1794.4,6.5,0,0,0,1,0,2.55,E
PROD_01042,Beverage Item #1042,Beverages & Drinks,205.1,2.0,19.1,0.1,0.8,19.1,21.0,0.0,0,0,1,0,0,3.68,D
PROD_01043,Beverage Item #1043,Beverages & Drinks,157.6,1.8,24.0,0.1,0.3,24.0,72.9,0.0,1,0,1,1,0,1.0,E
PROD_01044,Grain/Legume #1044,Whole Grains & Legumes,235.3,12.5,44.7,13.8,3.7,1.1,72.6,0.5,0,0,0,0,0,7.97,B
PROD_01045,Dairy Product #1045,Dairy & Cheese,279.8,14.9,5.5,0.0,12.7,5.5,357.3,8.8,0,0,0,0,0,6.41,C
PROD_01046,Dairy Product #1046,Dairy & Cheese,216.2,7.2,10.9,0.0,8.0,10.9,361.4,8.0,0,0,0,0,0,4.07,D
PROD_01047,Beverage Item #1047,Beverages & Drinks,120.4,1.7,47.7,0.5,0.1,14.8,18.8,0.0,0,0,1,1,0,1.0,E
PROD_01048,Prepared Meal #1048,Fast Food & Prepared Meals,642.2,23.1,60.5,5.4,30.2,10.0,907.0,6.8,0,1,0,0,0,5.0,C
PROD_01049,Superfood Oil/Nut #1049,Superfoods & Healthy Oils,211.9,7.5,6.3,4.5,19.9,1.9,49.8,1.3,0,0,0,0,1,7.0,B
PROD_01050,Processed Snack #1050,Processed Snacks & Sweets,386.3,5.7,60.7,2.1,23.7,42.3,311.5,8.3,1,1,0,1,0,1.0,E
PROD_01051,Fresh Produce Item #1051,Whole Foods & Produce,67.9,3.4,15.7,4.0,1.4,11.3,30.1,0.0,0,0,0,0,0,5.15,C
PROD_01052,Superfood Oil/Nut #1052,Superfoods & Healthy Oils,229.1,2.7,0.9,0.9,22.5,0.9,9.5,2.8,0,0,0,0,1,8.15,A
PROD_01053,Prepared Meal #1053,Fast Food & Prepared Meals,859.7,28.0,52.5,3.4,43.0,21.5,1655.7,8.8,0,1,0,1,0,2.05,E
PROD_01054,Processed Snack #1054,Processed Snacks & Sweets,539.9,5.4,72.5,0.8,27.1,16.3,561.4,9.3,1,0,1,1,0,1.0,E
PROD_01055,Lean Protein #1055,Lean Proteins & Poultry,134.0,21.6,2.2,0.9,2.3,0.7,409.9,0.9,0,0,0,0,0,7.58,B
PROD_01056,Prepared Meal #1056,Fast Food & Prepared Meals,395.0,14.9,58.0,5.7,42.4,19.6,944.7,4.6,0,1,0,0,0,4.02,D
PROD_01057,Nutrition Shake/Supplement #1057,Dietary Supplements & Shakes,152.1,41.3,21.0,5.3,9.0,9.0,114.8,2.2,0,0,1,0,0,7.67,B
PROD_01058,Grain/Legume #1058,Whole Grains & Legumes,258.1,16.4,63.1,12.4,3.2,0.5,12.8,0.4,0,0,0,0,0,7.71,B
PROD_01059,Fresh Produce Item #1059,Whole Foods & Produce,89.6,1.4,14.5,3.8,0.7,5.4,38.9,0.2,0,0,0,0,0,7.73,B
PROD_01060,Beverage Item #1060,Beverages & Drinks,234.2,0.7,12.5,0.5,0.2,12.5,26.5,0.0,0,0,1,0,0,2.82,E
PROD_01061,Condiment #1061,Condiments & Sauces,179.8,1.2,3.4,0.9,4.9,1.9,1185.0,0.8,0,0,0,0,0,4.07,D
PROD_01062,Condiment #1062,Condiments & Sauces,126.3,0.8,30.5,0.3,9.8,26.7,950.5,2.5,0,0,0,1,1,1.0,E
PROD_01063,Processed Snack #1063,Processed Snacks & Sweets,234.7,4.8,56.8,1.2,13.6,44.2,710.6,10.2,1,0,0,0,0,1.0,E
PROD_01064,Lean Protein #1064,Lean Proteins & Poultry,152.2,25.0,3.9,0.7,8.2,0.8,413.6,3.4,0,0,0,0,1,7.54,B
